3	0.1301	0.1457	2.2400	0.2943	-0.0093
0	0.1300	0.1396	2.2400	0.2943	-0.0081
1	0.1311	-3.0357	2.2400	0.2943	-0.0081
2	0.1313	-3.0296	2.2400	0.2943	-0.0081
3	0.1302	0.1488	2.2400	0.2943	-0.0081
Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1489): Joystick axis 1 on port 0 not available, check if controller is plugged in
0	0.1299	0.1381	2.2400	0.2943	-0.0094
1	0.1312	-3.0327	2.2400	0.2943	-0.0094
2	0.1314	-3.0296	2.2400	0.2943	-0.0094
3	0.1301	0.1442	2.2400	0.2943	-0.0094
0	0.0716	0.1381	2.2400	0.1619	-0.0075
1	0.0726	-3.0281	2.2400	0.1619	-0.0075
2	0.0727	-3.0265	2.2400	0.1619	-0.0075
3	0.0717	0.1427	2.2400	0.1619	-0.0075
0	-0.1663	0.1396	1.2907	-0.2153	-0.0103
1	-0.1639	-3.0296	1.2907	-0.2153	-0.0103
2	-0.1643	-3.0189	1.2907	-0.2153	-0.0103
3	-0.1667	0.1411	1.2907	-0.2153	-0.0103
0	-0.1661	0.1381	1.2907	-0.2153	-0.0085
1	-0.1642	-3.0296	1.2907	-0.2153	-0.0085
2	-0.1645	-3.0097	1.2907	-0.2153	-0.0085
3	-0.1665	0.1350	1.2907	-0.2153	-0.0085
0	-1.5497	0.0920	0.0014	-0.0688	-0.0003
1	-1.5496	-3.0388	0.0014	-0.0688	-0.0003
2	-1.5508	-3.0388	0.0014	-0.0688	-0.0003
3	-1.5508	0.0430	0.0014	-0.0688	-0.0003
0	-1.5145	0.0169	0.0022	-0.0500	-0.0042
1	-1.5130	-3.0986	0.0022	-0.0500	-0.0042
2	-1.5391	-3.0971	0.0022	-0.0500	-0.0042
3	-1.5400	-0.0184	0.0022	-0.0500	-0.0042
