0	0.1722	-0.0644	0.0500	0.0000	0.0480
1	-0.1722	2.7474	0.0500	0.0000	0.0480
2	-0.1283	-0.2608	0.0500	0.0000	0.0480
3	0.1283	2.9851	0.0500	0.0000	0.0480
0	0.5884	0.1212	0.0500	0.0000	0.1297
1	-0.5884	2.7412	0.0500	0.0000	0.1297
2	-0.2784	-0.2255	0.0500	0.0000	0.1297
3	0.2784	-3.1293	0.0500	0.0000	0.1297
0	0.0060	0.1611	0.0500	0.0000	0.0019
1	-0.0060	2.7719	0.0500	0.0000	0.0019
2	-0.0059	-0.1994	0.0500	0.0000	0.0019
3	0.0059	-3.1216	0.0500	0.0000	0.0019
0	0.2118	0.2531	0.0500	0.0000	0.0573
1	-0.2118	2.7980	0.0500	0.0000	0.0573
2	-0.1492	-0.1534	0.0500	0.0000	0.0573
3	0.1492	-3.0311	0.0500	0.0000	0.0573
0	0.0057	0.2685	0.0500	0.0000	0.0018
1	-0.0057	2.8256	0.0500	0.0000	0.0018
2	-0.0056	-0.1519	0.0500	0.0000	0.0018
3	0.0056	-3.0005	0.0500	0.0000	0.0018
