1	3.1195	2.8824
2	2.8495	-2.1798
3	1.6481	1.4818
0	-0.6617	-0.8912
1	-3.0927	2.9637
2	-2.8648	-1.9144
3	1.7885	1.5156
0	-0.6324	-0.8606
1	-3.0469	2.9974
2	-2.6379	-2.0402
3	1.8017	1.5693
0	-0.6324	-0.8299
1	-3.0469	3.0265
2	-2.6379	-2.3409
3	1.8017	1.5831
0	-0.4954	-0.8360
1	-2.8617	3.0434
2	-2.1108	-2.5633
3	1.8794	1.6092
0	-0.4390	-0.7931
1	-2.7977	3.0726
2	-2.0191	-2.6154
3	1.9224	1.6260
0	-0.4390	-0.7225
1	-2.7977	3.1078
2	-2.0191	-2.6584
3	1.9224	1.6490
0	-0.3439	-0.6872
1	-2.7025	-3.1186
2	-1.9224	-2.5832
3	2.0192	1.7196
0	-0.3439	-0.5967
1	-2.7025	-3.0787
2	-1.9224	-2.5127
3	2.0192	1.7579
0	-0.3031	-0.5446
1	-2.6661	-3.0081
2	-1.8936	-2.3301
3	2.0743	1.8254
Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1489): Joystick axis 1 on port 0 not available, check if controller is plugged in
0	-0.3031	-0.4817
1	-2.6661	-2.9176
2	-1.8936	-2.2319
3	2.0743	1.8715
0	-0.2244	-0.4264
1	-2.6016	-2.8486
2	-1.8506	-2.0924
3	2.2173	1.9190
0	-0.0583	-0.3789
1	-2.4708	-2.8256
2	-1.7553	-2.0387
3	2.7660	1.9666
0	-0.0583	-0.3283
1	-2.4708	-2.7612
2	-1.7553	-1.9666
3	2.7660	1.9926
0	0.0055	-0.3068
1	-2.4030	-2.7243
2	-1.6747	-1.9344
3	-3.0835	2.0325
0	0.0800	-0.2853
1	-2.3250	-2.6814
2	-1.5856	-1.8807
3	1.3772	2.1997
0	0.0800	-0.2393
1	-2.3250	-2.6124
2	-1.5856	-1.8515
3	1.3772	2.3470
0	0.1886	-0.1595
1	-2.1695	-2.5648
2	-1.3853	-1.7917
3	2.5350	2.5495
0	0.1886	-0.1012
1	-2.1695	-2.5142
2	-1.3853	-1.7441
3	2.5350	2.5127
0	0.3714	-0.0552
1	-1.9873	-2.4620
2	-1.2029	-1.7027
3	2.7212	2.3577
0	0.3714	-0.0015
1	-1.9873	-2.3991
2	-1.2029	-1.6582
3	2.7212	2.3455
0	0.3944	0.0414
1	-1.9632	-2.3639
2	-1.1784	-1.6030
3	2.7471	2.3992
0	0.5310	0.1273
1	-1.8561	-2.2718
2	-1.0800	-1.5294
3	2.8297	2.4774
0	0.5310	0.1918
1	-1.8561	-2.1967
2	-1.0800	-1.4696
3	2.8297	2.5372
0	0.6046	0.2178
1	-1.7937	-2.1675
2	-1.0182	-1.4281
3	2.8929	2.6093
0	0.6849	0.3421
1	-1.7176	-2.0509
2	-0.9394	-1.3116
3	2.9779	2.7412
0	0.6849	0.4111
1	-1.7176	-1.9865
2	-0.9394	-1.2548
3	2.9779	2.8072
0	0.9165	0.4694
1	-1.6250	-1.9405
2	-0.8519	-1.1888
3	3.0610	2.8532
0	1.3928	0.5216
1	-1.5408	-1.8745
2	-0.6962	-1.1444
3	0.1383	2.9100
0	1.3928	0.5691
1	-1.5408	-1.8239
2	-0.6962	-1.0845
3	0.1383	2.9575
0	1.0960	0.6627
1	-1.4353	-1.7656
2	-0.6197	-1.0232
3	0.1871	3.0189
0	1.2011	0.8728
1	-1.3243	-1.7089
2	-0.4843	-0.9388
3	0.3292	3.0879
0	1.2011	1.0078
1	-1.3243	-1.6536
2	-0.4843	-0.8897
3	-2.8124	-3.1324
0	1.1557	1.0416
1	-1.1952	-1.5984
2	-0.4119	-0.7977
3	-2.7690	-3.0756
0	1.1557	1.0753
1	-1.1952	-1.5386
2	-0.4119	-0.7133
3	-2.7690	-2.9974
0	1.1763	1.1060
1	-1.1763	-1.4987
2	-0.3924	-0.6704
3	-2.7492	-2.9682
0	1.2379	1.1398
1	-1.0942	-1.3867
2	-0.3208	-0.5415
3	-2.6811	-2.8455
0	1.2379	1.1612
1	-1.0942	-1.3162
2	-0.3208	-0.4970
3	-2.6811	-2.7765
0	1.2837	1.1812
1	-1.0186	-1.2410
2	-0.2637	-0.4403
3	-2.6284	-2.7412
0	0.4191	1.1888
1	-2.5971	-1.1965
2	0.6246	-0.4142
3	-2.6540	-2.7105
0	0.4191	1.2072
1	-2.5971	-1.1535
2	0.6246	-0.3881
3	-2.6540	-2.6768
0	1.7712	1.1781
1	-1.2412	-1.1842
2	1.2412	-0.2838
3	-1.7712	-2.6522
